sta/6NSF	017350267e73e1da78bb660708761117	497	Gene3D	G3DSA:3.90.209.20	-	49	264	5.3E-234	T	24-01-2023	IPR013828	Haemagglutinin, HA1 chain, alpha/beta domain superfamily	GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	FunFam	G3DSA:3.90.209.20:FF:000001	Hemagglutinin	49	264	4.2E-107	T	24-01-2023	-	-
sta/6NSF	017350267e73e1da78bb660708761117	497	SUPERFAMILY	SSF49818	Viral protein domain	5	317	4.48E-128	T	24-01-2023	IPR008980	Viral capsid/haemagglutinin protein	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	Pfam	PF00509	Haemagglutinin	5	497	4.3E-146	T	24-01-2023	IPR001364	Haemagglutinin, influenzavirus A/B	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	Gene3D	G3DSA:3.90.20.10	-	4	492	5.3E-234	T	24-01-2023	-	-
sta/6NSF	017350267e73e1da78bb660708761117	497	FunFam	G3DSA:3.90.20.10:FF:000001	Hemagglutinin	250	492	5.2E-152	T	24-01-2023	-	-
sta/6NSF	017350267e73e1da78bb660708761117	497	Hamap	MF_04072	Hemagglutinin [HA].	1	497	35.576698	T	24-01-2023	IPR001364	Haemagglutinin, influenzavirus A/B	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	PRINTS	PR00330	Haemagglutinin HA1 chain signature	89	104	5.5E-65	T	24-01-2023	IPR000149	Haemagglutinin, influenzavirus A	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	PRINTS	PR00330	Haemagglutinin HA1 chain signature	305	319	5.5E-65	T	24-01-2023	IPR000149	Haemagglutinin, influenzavirus A	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	PRINTS	PR00330	Haemagglutinin HA1 chain signature	6	29	5.5E-65	T	24-01-2023	IPR000149	Haemagglutinin, influenzavirus A	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
sta/6NSF	017350267e73e1da78bb660708761117	497	PRINTS	PR00330	Haemagglutinin HA1 chain signature	169	187	5.5E-65	T	24-01-2023	IPR000149	Haemagglutinin, influenzavirus A	GO:0019031|GO:0019064|GO:0046789	Reactome: R-HSA-168255|Reactome: R-HSA-168275|Reactome: R-HSA-168288|Reactome: R-HSA-168298|Reactome: R-HSA-168302|Reactome: R-HSA-168303|Reactome: R-HSA-168316|Reactome: R-HSA-168336|Reactome: R-HSA-168874|Reactome: R-HSA-192823|Reactome: R-HSA-198933
